Question,Answer
"3. What is the most important configurable resource for MyISAM?
a) key cache
b) memory cache
c) time cache
d) speed cache
View Answer","Answer: a
Explanation: For the index processing, ‘MyISAM’ manages its own key cache, which is the most important configurable resource for the MyISAM storage engine. It is used for index based retrievals and sorts."
"4. How many options can be used to control LOCAL capability at runtime?
a) 0
b) 1
c) 2
d) 3
View Answer","Answer: c
Explanation: At runtime, the server can be started with the ‘–local-infile’ or ‘–skip-local-infile’ options to enable or disable ‘LOCAL’ capability on the server side. It can be enabled at build time too."
"5. A multiple-table delete cannot apply any join.
a) True
b) False
View Answer","Answer: b
Explanation: In MySQL, a multiple table ‘DELETE’ operation can be performed on the tables combined using any kind of ‘JOIN’ operation. The syntax also allows for deleting rows from multiple tables at once."
"6. abc in the following MySQL statement is ___________a) column name
b) table name
c) row name
d) database name
View Answer","Answer: a
Explanation: Here, the operation that is being performed in the statement is the ‘DELETE’ operation. The table name is ‘xyz’ and column name is ‘abc’. The rows having abc value equal to 5 get deleted."
"7. ‘x’ in the following MySQL statement is ____________a) column name
b) table name
c) server name
d) database name
View Answer","Answer: b
Explanation: The ‘DELETE’ operation is being performed in the statement. The table names are ‘x’ and ‘y’. The column name is ‘col’. The rows from left join of x and y get deleted according to the condition given."
"8. The mode used to turn off the special meaning of backslash and treat it as an ordinary character is _____________
a) NO_ESCAPES_SLASH
b) NO_ESCAPES_BACKSLASH
c) NO_BACKSLASH_ESCAPES
d) NO_BACKSLASH_ESCAPE
View Answer","Answer: c
Explanation: To turn off the special meaning of backslash in MySQL, and treat it as an ordinary character, the SQL mode named NO_BACKSLASH_ESCAPES is enabled. The escape sequence is treated as characters."
"9. What is x’ffff’ in decimal?
a) 65534
b) 66535
c) 65536
d) 65537
View Answer","Answer: c
Explanation: In MySQL, string values are specified using the standard SQL notation x’val’. Here, val is pairs of hexadecimal digits (‘0’ through ‘ 9 ’ and ‘ a ’ through ‘ f ’). x’ffff’ is 65536 in decimal."
"10. What are X’61626364′ and X’61626364′?
a) abcd and 1633837924
b) abcd and 4297383361
c) dcba and 1633837924
d) dcba and 4297383361
View Answer","Answer: a
Explanation: In the numeric contexts, each hexadecimal number constant is treated as a number. Without adding a zero to it, a hexadecimal literal is treated as a string. Hence it is displayed as abcd."
"1. The server sets its default time zone by examining its environment.
a) True
b) False
View Answer","Answer: a
Explanation: In MySQL, the server sets its default time zone by examining its environment. This is the local time zone of the server host. The time zone can be specified explicitly at the server startup."
"2. The system variable ‘system_time_zone’ can be reset at runtime.
a) True
b) False
View Answer","Answer: b
Explanation: The ‘system_time_zone’ represents the time zone that the server determines to be the server host time zone at startup time. It exists only as a global system variable and cannot be reset at runtime."
"3. The variable which represents the default time zone of the MySQL server is _____________
a) time_zone
b) system_time_zone
c) date_and_time
d) system_time
View Answer","Answer: a
Explanation: The system variable ‘time_zone’ represents the default time zone of the MySQL server. By default, this variable is set to ‘SYSTEM’ which means to use the system_time_zone setting."
"4. The number of options that can be used to control LOCAL capability at runtime is _____________
a) 0
b) 1
c) 2
d) 3
View Answer","Answer: c
Explanation: At runtime, the server can be started with the ‘–local-infile’ or ‘–skip-local-infile’ options to enable or disable ‘LOCAL’ capability on the server side. It can be enabled at build time too."
"5. If an error occurs during the transaction the troubleshoot is ____________
a) delete
b) rollback
c) commit
d) update
View Answer","Answer: b
Explanation: Whenever an error occurs during a transaction, it is generally taken to the state prior to the beginning of transaction execution. This is known as rollback. It is a set of undo operations."
"6. The ‘A’ in the ACID property of transactions is _______________
a) Availability
b) Accuracy
c) Adjustability
d) Atomicity
View Answer","Answer: d
Explanation: All the transaction systems have an important set of characteristics in common. This is known as the ‘ACID’ property of the transaction. It refers to the four elementary characteristics of a transaction."
"7. The ‘C’ in the ACID property of transactions is _______________
a) Compound
b) Concrete
c) Collision
d) Consistency
View Answer","Answer: d
Explanation: The elementary characteristics of a transaction are known as the ‘ACID’ properties. ‘ACID’ is the acronym for the four basic characteristics that a transaction must have for smooth processing."
"8. The datatype that means a variable length non binary string is __________
a) VARCHAR
b) BINARY
c) VARBINARY
d) BLOB
View Answer","Answer: a
Explanation: In MySQL, there is a wide variety of string datatypes for use. Strings can even hold image and sound data. All four options are string type names. VARCHAR represents a variable length non binary string."
"9. The date and time datatype that stores time value in ‘hh:mm:ss’ format is ___________
a) DATE
b) TIME
c) DATETIME
d) TIMESTAMP
View Answer","Answer: b
Explanation: MySQL has some variety of date and time datatypes. These datatypes are crucial for representing records in a table. The ‘TIME’ type represents a time value, stored in the ‘hh:mm:ss’ format."
"10. The spatial datatype used to store a curve is _____________
a) GEOMETRY
b) POINT
c) LINESTRING
d) POLYGON
View Answer","Answer: c
Explanation: In MySQL, there are many spatial datatypes available for use. Some examples are GEOMETRY, POINT, LINESTRING and POLYGON. The LINESTRING type is used to represent a curve."
"1. OS imposes per process limits on the number of open file descriptors.
a) True
b) False
View Answer","Answer: a
Explanation: OS imposes per process limits on the number of open file descriptors. If the system makes it difficult to raise the limit, running multiple instances of the server binary is done."
